"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"853905",18804804,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"856187",18804802,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"861919",18804328,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"873051",18804599,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"882888",18804306,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"921513",18804339,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"935992",18804811,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"936190",18804840,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"939000",18804352,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"944487",18804536,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"949770",18804375,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"963254",18804791,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"979059",18804952,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1013280",18804924,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1031815",18804491,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1034587",18804868,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1041885",18804442,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1044206",18804278,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1046391",18804391,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1056385",18804366,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1078321",18804737,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1087717",18804851,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1089873",18804829,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,0,1,2009,2009-03-31,FALSE,FALSE,0
"1101709",18804779,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1111305",18804813,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1174977",18804282,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1182669",18804745,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1184149",18804258,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1207425",18804820,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1214350",18804911,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1225434",18804490,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1243222",18804954,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1245883",18804356,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1247076",18804748,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1251158",18804277,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1262855",18804577,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1276674",18804322,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1283236",18804879,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1283671",18804498,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1292719",18804532,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1315187",18804584,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1316639",18804864,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1335447",18804908,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1338355",18804669,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1344452",18804570,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1347756",18804585,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1358331",18804471,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1360467",18804371,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1375957",18804482,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1382892",18804890,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1403618",18804495,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1408983",18804895,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1409981",18804631,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,307,2008-05-29,0,1,2008,2009-04-01,FALSE,FALSE,0
"1417568",18804758,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
"1422311",18804894,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Possible Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",253,"Unterminated",72549456595,0,0,0,102.9583,2008-12-19,2501,1,2009,2009-03-31,FALSE,FALSE,0
